qid	query_text	locale	expected_route_kind	expected_target	expected_l0	expected_l1	intent	notes
Q.PETS.0056	когтеточка	ru-RU	canonical	PETS.ACCESSORIES	PETS	PETS.ACCESSORIES	product	
Q.PETS.0057	игрушка для кошки купить	ru-RU	canonical	PETS.ACCESSORIES	PETS	PETS.ACCESSORIES	product	
Q.PETS.0058	намордник для собак с доставкой	ru-RU	canonical	PETS.ACCESSORIES	PETS	PETS.ACCESSORIES	product	
Q.PETS.0059	поилка для кошек	ru-RU	canonical	PETS.ACCESSORIES	PETS	PETS.ACCESSORIES	product	
Q.PETS.0060	аквариум фильтр	ru-RU	canonical	PETS.ACCESSORIES	PETS	PETS.ACCESSORIES	product	
Q.PETS.0061	аксессуары купить	ru-RU	canonical	PETS.ACCESSORIES	PETS	PETS.ACCESSORIES	browse	category browse
Q.PETS.0062	аксессуары рядом	ru-RU	canonical	PETS.ACCESSORIES	PETS	PETS.ACCESSORIES	browse	category browse
Q.PETS.0063	консервы Acana 10 кг для котят рядом	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0064	паучи Ferplast 10 л для собак самовывоз	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0065	корм для рыб 85 г самовывоз	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0066	сухой корм Beaphar 2 кг для рыб рядом	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0067	сухой корм Purina Pro Plan 5 л для попугая	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0068	влажный корм Ferplast 400 г для собак недорого	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0069	сухой корм Sheba 2 кг для щенков	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0070	корм Beaphar 2 кг для щенков оригинал	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0071	корм для попугаев 2 кг	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0072	корм для рыб 5 л недорого	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0073	корм для рыб 1 кг	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0074	сухой корм Sheba 85 г для рыб	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0075	лакомства для собак с доставкой	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0076	корм для попугаев 2 кг	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0077	корм для попугаев 1 кг	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0078	сухой корм Hill's 12 кг для котят	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0079	консервы Ferplast 12 кг для хомяка самовывоз	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0080	паучи Hill's 100 шт для попугая с доставкой	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0081	корм для попугаев 12 кг	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0082	корм для попугаев 10 кг рядом	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0083	корм для попугаев 2 кг	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0084	паучи Ferplast 10 л для кошек с доставкой	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0085	корм для рыб 85 г	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0086	влажный корм Farmina 24 шт для котят купить	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0087	корм для рыб 10 л самовывоз	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0088	консервы Whiskas 24 шт для кошек	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0089	корм для рыб 10 кг с доставкой	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0090	консервы Ferplast 24 шт для рыб оригинал	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0091	корм Purina Pro Plan 1 кг для щенков недорого	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0092	лакомства для рыб	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0093	лакомства для рыб самовывоз	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0094	лакомства для котят недорого	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0095	корм для рыб 10 кг самовывоз	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0096	лакомства для рыб	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0097	консервы Farmina 24 шт для котят с доставкой	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0098	сухой корм Acana 24 шт для попугая недорого	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0099	консервы Farmina 400 г для рыб с доставкой	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0100	лакомства для кошек оригинал	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0101	влажный корм Trixie 85 г для кошек купить	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0102	лакомства для попугая	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0103	сухой корм Whiskas 12 кг для котят с доставкой	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0104	влажный корм Trixie 400 г для хомяка	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0105	консервы Acana 1 кг для щенков самовывоз	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0106	консервы Beaphar 12 кг для котят	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0107	консервы Royal Canin 100 шт для хомяка оригинал	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0108	корм Farmina 100 шт для собак рядом	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0109	влажный корм Acana 10 л для щенков рядом	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0110	корм для рыб 24 шт рядом	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0111	консервы Ferplast 1 кг для кошек с доставкой	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0112	консервы Ferplast 10 л для попугая	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0113	сухой корм Felix 5 л для попугая с доставкой	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0114	корм для попугаев 5 л	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0115	лакомства для щенков	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0116	влажный корм Hill's 24 шт для щенков недорого	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0117	паучи Beaphar 12 кг для рыб оригинал	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0118	сухой корм Acana 10 л для собак	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0119	паучи Felix 100 шт для щенков	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0120	сухой корм Orijen 5 л для кошек оригинал	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0121	корм для рыб 10 л	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0122	корм для рыб 5 л	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	
Q.PETS.0123	корм купить	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	browse	category browse
Q.PETS.0124	корм рядом	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	browse	category browse
Q.PETS.0125	антисептик для животных	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0126	перевязочный материал для животных	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0127	зубная паста для собак оригинал	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0128	антисептик для животных	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0129	перевязочный материал для животных	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0130	антисептик для животных	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0131	средство от клещей для кошек купить	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0132	витамины для кошек	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0133	таблетки от глистов для кошек оригинал	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0134	перевязочный материал для животных	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0135	витамины для кошек	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0136	витамины для собак	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0137	ошейник от блох для собак с доставкой	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0138	антисептик для животных купить	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0139	витамины для кошек недорого	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0140	паста для выведения шерсти оригинал	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0141	дегельминтизация для рыб	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0142	дегельминтизация для щенков с доставкой	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0143	средство от клещей для попугая купить	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0144	таблетки от глистов для кошек	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0145	таблетки от глистов для попугая купить	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0146	дегельминтизация для кошек рядом	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0147	витамины для кошек	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0148	паста для выведения шерсти недорого	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0149	средство от клещей для хомяка оригинал	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0150	антисептик для животных с доставкой	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0151	ошейник от блох для попугая купить	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0152	капли от блох для щенков	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0153	перевязочный материал для животных	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0154	паста для выведения шерсти самовывоз	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0155	средство от клещей для хомяка самовывоз	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0156	зубная паста для собак с доставкой	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0157	антисептик для животных	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0158	ошейник от блох для попугая	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0159	дегельминтизация для хомяка самовывоз	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0160	витамины для кошек оригинал	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0161	витамины для собак рядом	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0162	дегельминтизация для попугая недорого	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0163	ошейник от блох для кошек самовывоз	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0164	витамины для собак	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0165	антисептик для животных недорого	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0166	капли от блох для кошек с доставкой	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0167	средство от клещей для собак	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0168	витамины для кошек рядом	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0169	таблетки от глистов для котят	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0170	таблетки от глистов для собак	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0171	паста для выведения шерсти	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0172	паста для выведения шерсти	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0173	средство от клещей для щенков	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0174	зубная паста для собак	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0175	средство от клещей для рыб недорого	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0176	паста для выведения шерсти	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0177	таблетки от глистов для хомяка	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0178	витамины для собак недорого	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0179	перевязочный материал для животных	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0180	капли от блох для попугая с доставкой	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0181	дегельминтизация для котят самовывоз	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0182	таблетки от глистов для кошек недорого	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0183	дегельминтизация для попугая недорого	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0184	паста для выведения шерсти недорого	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	product	
Q.PETS.0185	здоровье и вет-товары купить	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	browse	category browse
Q.PETS.0186	здоровье и вет-товары рядом	ru-RU	canonical	PETS.HEALTH	PETS	PETS.HEALTH	browse	category browse
Q.PETS.0187	лоток для кошек с доставкой	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0188	силикагелевый наполнитель 12 кг	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0189	туалет для кошки закрытый недорого	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0190	когтерез для кошек	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0191	пеленки для собак 1 кг недорого	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0192	пакеты для уборки за собакой 2 кг	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0193	пакеты для уборки за собакой 60 шт оригинал	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0194	пеленки для собак 85 г недорого	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0195	кошачий наполнитель 60 шт самовывоз	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0196	пуходерка для собак с доставкой	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0197	когтерез для кошек купить	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0198	туалет для кошки закрытый	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0199	туалет для кошки закрытый	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0200	кошачий наполнитель 10 кг	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0201	туалет для кошки закрытый оригинал	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0202	пакеты для уборки за собакой 12 кг купить	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0203	силикагелевый наполнитель 5 л оригинал	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0204	пеленки для собак 60 шт оригинал	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0205	шампунь для собак с доставкой	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0206	пеленки для собак 60 шт купить	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0207	лоток для кошек	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0208	пуходерка для собак	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0209	когтерез для кошек	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0210	туалет для кошки закрытый	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0211	пакеты для уборки за собакой 12 кг	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0212	силикагелевый наполнитель 5 л оригинал	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0213	комкующийся наполнитель 1 кг	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0214	комкующийся наполнитель 24 шт	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0215	пеленки для собак 100 шт	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0216	комкующийся наполнитель 24 шт	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0217	лоток для кошек купить	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0218	лоток для кошек с доставкой	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0219	шампунь для кошек	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0220	пакеты для уборки за собакой 2 кг оригинал	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0221	шампунь для собак	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0222	силикагелевый наполнитель 24 шт купить	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0223	силикагелевый наполнитель 10 л рядом	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0224	когтерез для кошек купить	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
Q.PETS.0225	туалет для кошки закрытый	ru-RU	canonical	PETS.HYGIENE	PETS	PETS.HYGIENE	product	
