qid	query_text	locale	expected_route_kind	expected_target	expected_l0	expected_l1	intent	notes
Q.SPORT.0019	велосипед городской Merida	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0020	покрышка велосипедная в наличии	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0021	шлем велосипедный	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0022	велосипед городской Stels недорого	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0023	электросамокат Ninebot рядом	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0024	велосипед горный Merida	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0025	велосипед горный Stels недорого	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0026	самокат Stels	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0027	велосипед горный Kugoo	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0028	велосипед горный Trek	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0029	камера велосипедная	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0030	насос для велосипеда	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0031	велосипед городской Stels б/у	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0032	самокат Ninebot	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0033	электровелосипед Ninebot с доставкой	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0034	электросамокат Merida	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0035	самокат Stels	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0036	электросамокат Kugoo	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0037	насос для велосипеда	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0038	велосипед горный Stels	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0039	электросамокат Kugoo в наличии	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0040	насос для велосипеда рядом	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0041	велозамок	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0042	камера велосипедная	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0043	самокат Stels	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0044	электросамокат Merida рядом	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0045	электросамокат Giant рядом	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0046	электросамокат Kugoo купить	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0047	шлем велосипедный купить	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0048	насос для велосипеда	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0049	насос для велосипеда с доставкой	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0050	самокат Forward	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0051	электровелосипед Forward	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0052	электровелосипед Merida	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0053	электросамокат Kugoo	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0054	электросамокат Giant	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0055	велосипед городской Ninebot б/у	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0056	велосипед городской Merida	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0057	велозамок б/у	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0058	покрышка велосипедная в наличии	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0059	насос для велосипеда	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0060	насос для велосипеда рядом	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	
Q.SPORT.0061	велосипеды и самокаты купить	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	browse	category browse
Q.SPORT.0062	велосипеды и самокаты рядом	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	browse	category browse
Q.SPORT.0063	боксерская груша	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0064	ракетка теннисная Babolat купить	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0065	боксерская груша недорого	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0066	перчатки боксерские Nordway	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0067	плавательные очки	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0068	скейтборд купить	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0069	мяч футбольный	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0070	перчатки боксерские Wilson с доставкой	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0071	скейтборд в наличии	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0072	сноуборд Nordway в наличии	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0073	сноуборд Babolat рядом	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0074	плавательные очки	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0075	сноуборд Everlast	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0076	сноуборд Twins	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0077	мяч футбольный б/у	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0078	каппа недорого	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0079	ракетка для бадминтона Twins	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0080	мяч футбольный	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0081	плавательные очки	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0082	ролики купить	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0083	скейтборд с доставкой	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0084	ролики	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0085	мяч футбольный купить	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0086	ракетка теннисная Head	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0087	ракетка для бадминтона Fischer	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0088	плавательные очки с доставкой	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0089	перчатки боксерские Babolat	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0090	ролики с доставкой	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0091	скейтборд купить	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0092	ракетка для бадминтона Venum рядом	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0093	лыжи Fischer недорого	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0094	ракетка теннисная Fischer купить	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0095	ракетка для бадминтона Head б/у	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0096	ролики в наличии	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0097	лыжи Everlast	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0098	боксерская груша в наличии	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0099	скейтборд б/у	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0100	лыжи Everlast	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0101	ролики	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0102	скейтборд	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0103	перчатки боксерские Fischer	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0104	плавательные очки	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0105	ракетка теннисная Head б/у	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0106	ролики купить	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0107	ракетка теннисная Venum в наличии	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0108	перчатки боксерские Babolat в наличии	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0109	перчатки боксерские Fischer	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0110	боксерская груша с доставкой	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0111	ракетка теннисная Everlast недорого	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0112	скейтборд	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0113	боксерская груша в наличии	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0114	перчатки боксерские Fischer рядом	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0115	ракетка теннисная Venum недорого	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0116	ролики	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0117	ракетка для бадминтона Wilson купить	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0118	ракетка для бадминтона Twins в наличии	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0119	перчатки боксерские Nordway купить	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0120	ракетка для бадминтона Wilson купить	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0121	скейтборд	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0122	сноуборд Nordway	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	product	
Q.SPORT.0123	спортивный инвентарь купить	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	browse	category browse
Q.SPORT.0124	спортивный инвентарь рядом	ru-RU	canonical	SPORT.EQUIPMENT	SPORT	SPORT.EQUIPMENT	browse	category browse
Q.SPORT.0125	гантели 1 шт	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0126	гири S	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0127	коврик для йоги б/у	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0128	велотренажер Kettler купить	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0129	эспандер б/у	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0130	беговая дорожка Nike	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0131	турник настенный рядом	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0132	штанга 1 шт	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0133	гантели 10 кг	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0134	велотренажер Kettler	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0135	беговая дорожка Life Fitness	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0136	гири S	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0137	петли trx в наличии	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0138	эспандер недорого	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0139	турник настенный б/у	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0140	гири 20 кг	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0141	резинки для фитнеса	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0142	протеин Adidas S б/у	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0143	гантели 20 кг	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0144	велотренажер Reebok недорого	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0145	беговая дорожка Adidas б/у	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0146	велотренажер Demix	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0147	велотренажер Torres	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0148	эспандер	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0149	беговая дорожка Kettler	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0150	гири 20 кг	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0151	петли trx	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0152	креатин Torres 2 шт	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0153	гири 1 шт б/у	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0154	коврик для йоги купить	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0155	гири S недорого	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0156	протеин Demix 20 кг рядом	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0157	петли trx с доставкой	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0158	эспандер	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0159	гантели 2 шт	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0160	коврик для йоги	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0161	петли trx	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0162	гантели M купить	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0163	петли trx рядом	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0164	креатин Adidas 10 кг	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0165	турник настенный с доставкой	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0166	резинки для фитнеса в наличии	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0167	креатин Demix 400 г	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0168	эспандер купить	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0169	коврик для йоги	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0170	велотренажер Reebok	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0171	велотренажер Life Fitness	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0172	петли trx недорого	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0173	резинки для фитнеса	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0174	петли trx	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0175	беговая дорожка Xiaomi б/у	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0176	турник настенный	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0177	велотренажер Xiaomi б/у	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0178	протеин Reebok M	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0179	эспандер	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0180	коврик для йоги с доставкой	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0181	гири S недорого	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0182	резинки для фитнеса	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0183	петли trx	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0184	гири 1 шт	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	
Q.SPORT.0185	фитнес и тренировки купить	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	browse	category browse
Q.SPORT.0186	фитнес и тренировки рядом	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	browse	category browse
Q.SPORT.0187	кисти для рисования Gibson	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0188	кисти для рисования Faber-Castell	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0189	гитара Faber-Castell в наличии	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0190	радиоуправляемая модель	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0191	краски акриловые Faber-Castell	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0192	кисти для рисования Winsor&Newton купить	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0193	кисти для рисования Casio	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0194	радиоуправляемая модель купить	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0195	мольберт б/у	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0196	алмазная мозаика недорого	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0197	радиоуправляемая модель недорого	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0198	набор для сборки модели Winsor&Newton с доставкой	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0199	монеты коллекционные с доставкой	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0200	набор для сборки модели Gibson	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0201	мольберт	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0202	сборная модель самолета купить	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0203	монеты коллекционные б/у	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0204	синтезатор Faber-Castell б/у	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
Q.SPORT.0205	алмазная мозаика б/у	ru-RU	canonical	SPORT.HOBBY	SPORT	SPORT.HOBBY	product	
