qid	query_text	locale	expected_route_kind	expected_target	expected_l0	expected_l1	intent	notes
Q.KIDS.0077	прогулочная коляска Huggies	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0078	автокресло 2 Avent недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0079	база isofix Anex доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0080	коляска 3в1 Chicco	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0081	дождевик на коляску б/у	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0082	автолюлька Pampers купить	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0083	бустер детский	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0084	муфта на коляску б/у	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0085	прогулочная коляска Dr. Brown's доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0086	прогулочная коляска Merries купить	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0087	коляска для новорожденного доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0088	бустер детский купить	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0089	бустер детский недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0090	дождевик на коляску б/у	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0091	прогулочная коляска Chicco	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0092	коляска 2в1 Inglesina доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0093	база isofix Merries доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0094	бустер детский б/у	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0095	коляска для новорожденного доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0096	автолюлька Britax Römer	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0097	база isofix Duplo купить	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0098	коляска 2в1 Chicco купить	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0099	сумка для коляски недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0100	конверт в коляску доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0101	автокресло 1 Fisher-Price	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0102	прогулочная коляска Pampers доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0103	прогулочная коляска Fisher-Price доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0104	прогулочная коляска Philips Avent недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0105	автокресло 4 Fisher-Price доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0106	коляска для новорожденного доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0107	конверт в коляску б/у	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0108	муфта на коляску купить	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0109	коляска трость б/у	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0110	коляска 2в1 Merries недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0111	бустер детский недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0112	бустер детский доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0113	база isofix Merries б/у	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0114	автокресло 5 Philips Avent купить	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0115	коляска для новорожденного недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0116	бустер детский недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0117	прогулочная коляска Lego б/у	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0118	бустер детский доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0119	коляска для новорожденного доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0120	коляска 3в1 Fisher-Price	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0121	бустер детский недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0122	прогулочная коляска Duplo доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0123	коляска для новорожденного б/у	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0124	сумка для коляски доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0125	конверт в коляску доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0126	дождевик на коляску недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0127	сумка для коляски	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0128	автокресло 6 Philips Avent недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0129	бустер детский б/у	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0130	коляска 3в1 Huggies недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0131	автокресло 4 Inglesina недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0132	коляска для новорожденного недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0133	дождевик на коляску	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0134	сумка для коляски недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0135	база isofix Fisher-Price доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0136	коляска трость недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0137	коляска 2в1 Cybex недорого	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0138	коляска 3в1 Hot Wheels	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0139	конверт в коляску доставка	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0140	муфта на коляску	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	
Q.KIDS.0141	пеленальный столик доставка	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0142	накладки на розетки б/у	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0143	матрас в кроватку	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0144	манеж купить	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0145	радионяня Britax Römer б/у	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0146	матрас в кроватку б/у	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0147	радионяня Duplo б/у	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0148	стульчик для кормления недорого	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0149	видеоняня купить	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0150	стульчик для кормления доставка	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0151	накладки на розетки б/у	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0152	видеоняня б/у	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0153	радионяня Philips Avent доставка	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0154	накладки на розетки б/у	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0155	детская кроватка б/у	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0156	кроватка трансформер недорого	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0157	ворота безопасности б/у	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0158	видеоняня купить	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0159	ночник в детскую купить	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0160	комод пеленальный доставка	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0161	ворота безопасности купить	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0162	видеоняня доставка	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0163	кроватка трансформер доставка	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0164	стульчик для кормления доставка	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0165	кроватка трансформер доставка	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0166	комод пеленальный недорого	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0167	манеж	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0168	стульчик для кормления купить	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0169	стульчик для кормления доставка	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0170	видеоняня недорого	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0171	кроватка трансформер доставка	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0172	стульчик для кормления недорого	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0173	манеж б/у	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0174	матрас в кроватку б/у	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0175	стульчик для кормления доставка	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0176	манеж купить	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0177	барьер на кровать	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0178	видеоняня доставка	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0179	манеж кровать недорого	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0180	матрас в кроватку	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0181	манеж б/у	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0182	стульчик для кормления недорого	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0183	ворота безопасности недорого	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0184	комод пеленальный	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0185	радионяня Pampers доставка	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0186	пеленальный столик	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0187	кроватка трансформер недорого	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
Q.KIDS.0188	матрас в кроватку недорого	ru-RU	canonical	KIDS.NURSERY_FURNITURE	KIDS	KIDS.NURSERY_FURNITURE	product	
