alias_id	alias_text	locale	normalized	route_kind	target_id	priority	match_type	negative_tokens	status	notes
AL.FOOD.0021	хлеб	ru-RU	хлеб	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0022	батон	ru-RU	батон	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0023	булочка	ru-RU	булочка	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0024	лаваш	ru-RU	лаваш	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0025	курица	ru-RU	курица	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0026	филе куриное	ru-RU	филе куриное	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0027	говядина	ru-RU	говядина	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0028	свинина	ru-RU	свинина	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0029	фарш	ru-RU	фарш	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0030	рыба	ru-RU	рыба	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0031	лосось	ru-RU	лосось	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0032	тунец	ru-RU	тунец	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0033	селедка	ru-RU	селедка	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0034	колбаса	ru-RU	колбаса	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0035	сосиски	ru-RU	сосиски	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0036	овощи	ru-RU	овощи	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0037	фрукты	ru-RU	фрукты	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0038	яблоки	ru-RU	яблоки	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0039	бананы	ru-RU	бананы	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0040	помидоры	ru-RU	помидоры	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0041	огурцы	ru-RU	огурцы	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0042	картофель	ru-RU	картофель	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0043	лук	ru-RU	лук	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0044	чеснок	ru-RU	чеснок	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0045	рис	ru-RU	рис	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0046	гречка	ru-RU	гречка	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0047	овсянка	ru-RU	овсянка	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0048	макароны	ru-RU	макароны	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0049	мука	ru-RU	мука	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0050	сахар	ru-RU	сахар	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0051	соль	ru-RU	соль	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0052	специи	ru-RU	специи	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0053	перец	ru-RU	перец	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0054	паприка	ru-RU	паприка	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0055	консервы	ru-RU	консервы	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0056	тушенка	ru-RU	тушенка	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0057	горошек консервированный	ru-RU	горошек консервированный	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0058	кукуруза консервированная	ru-RU	кукуруза консервированная	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0059	соус	ru-RU	соус	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0060	кетчуп	ru-RU	кетчуп	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0061	майонез	ru-RU	майонез	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0062	горчица	ru-RU	горчица	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0063	пельмени	ru-RU	пельмени	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0064	вареники	ru-RU	вареники	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0065	замороженные овощи	ru-RU	замороженные овощи	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0066	котлеты полуфабрикаты	ru-RU	котлеты полуфабрикаты	browse_node	BN.FOOD.GROCERIES	70	contains		active	groceries
AL.FOOD.0067	бакалея	ru-RU	бакалея	browse_node	BN.FOOD.GROCERIES	62	contains		active	groceries category
AL.FOOD.0068	свежие продукты	ru-RU	свежие продукты	browse_node	BN.FOOD.GROCERIES	62	contains		active	groceries category
AL.FOOD.0069	продукты питания	ru-RU	продукты питания	browse_node	BN.FOOD.GROCERIES	62	contains		active	groceries category
AL.FOOD.0070	мясо	ru-RU	мясо	browse_node	BN.FOOD.GROCERIES	62	contains		active	groceries category
AL.FOOD.0071	рыба	ru-RU	рыба	browse_node	BN.FOOD.GROCERIES	62	contains		active	groceries category
AL.FOOD.0072	молочные продукты	ru-RU	молочные продукты	browse_node	BN.FOOD.GROCERIES	62	contains		active	groceries category
AL.FOOD.0073	овощи и фрукты	ru-RU	овощи и фрукты	browse_node	BN.FOOD.GROCERIES	62	contains		active	groceries category
AL.FOOD.0074	крупы	ru-RU	крупы	browse_node	BN.FOOD.GROCERIES	62	contains		active	groceries category
AL.FOOD.0075	макароны	ru-RU	макароны	browse_node	BN.FOOD.GROCERIES	62	contains		active	groceries category
AL.FOOD.0076	заморозка	ru-RU	заморозка	browse_node	BN.FOOD.GROCERIES	62	contains		active	groceries category
AL.FOOD.0077	готовая еда	ru-RU	готовая еда	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0078	готовые блюда	ru-RU	готовые блюда	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0079	еда на вынос	ru-RU	еда на вынос	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0080	обед готовый	ru-RU	обед готовый	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0081	ланч бокс	ru-RU	ланч бокс	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0082	бизнес ланч	ru-RU	бизнес ланч	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0083	суп готовый	ru-RU	суп готовый	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0084	борщ готовый	ru-RU	борщ готовый	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0085	пюре с котлетой	ru-RU	пюре с котлетой	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0086	гречка с курицей	ru-RU	гречка с курицей	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0087	паста готовая	ru-RU	паста готовая	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0088	салат цезарь	ru-RU	салат цезарь	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0089	оливье	ru-RU	оливье	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0090	селедка под шубой	ru-RU	селедка под шубой	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0091	роллы	ru-RU	роллы	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0092	суши	ru-RU	суши	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0093	пицца	ru-RU	пицца	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0094	шаурма	ru-RU	шаурма	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0095	бургер	ru-RU	бургер	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0096	сэндвич	ru-RU	сэндвич	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0097	вок	ru-RU	вок	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0098	выпечка	ru-RU	выпечка	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0099	круассан	ru-RU	круассан	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0100	пирожок	ru-RU	пирожок	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0101	чизкейк	ru-RU	чизкейк	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0102	торт	ru-RU	торт	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0103	десерт	ru-RU	десерт	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0104	сырники	ru-RU	сырники	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0105	блины	ru-RU	блины	browse_node	BN.FOOD.READY	74	contains		active	ready meals
AL.FOOD.0106	вода	ru-RU	вода	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0107	минеральная вода	ru-RU	минеральная вода	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0108	вода 5л	ru-RU	вода 5л	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0109	газировка	ru-RU	газировка	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0110	кола	ru-RU	кола	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0111	пепси	ru-RU	пепси	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0112	лимонад	ru-RU	лимонад	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0113	энергетик	ru-RU	энергетик	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0114	энергетический напиток	ru-RU	энергетический напиток	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0115	сок	ru-RU	сок	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0116	нектар	ru-RU	нектар	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0117	морс	ru-RU	морс	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0118	компот	ru-RU	компот	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0119	чай	ru-RU	чай	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0120	чай зеленый	ru-RU	чай зеленый	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0121	чай черный	ru-RU	чай черный	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0122	чай в пакетиках	ru-RU	чай в пакетиках	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0123	кофе	ru-RU	кофе	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0124	кофе в зернах	ru-RU	кофе в зернах	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0125	кофе молотый	ru-RU	кофе молотый	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0126	капсулы кофе	ru-RU	капсулы кофе	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0127	растворимый кофе	ru-RU	растворимый кофе	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0128	молочный коктейль	ru-RU	молочный коктейль	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0129	кефир питьевой	ru-RU	кефир питьевой	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0130	айран	ru-RU	айран	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0131	ряженка питьевая	ru-RU	ряженка питьевая	browse_node	BN.FOOD.DRINKS	72	contains		active	drinks
AL.FOOD.0132	снеки	ru-RU	снеки	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0133	сладости	ru-RU	сладости	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0134	шоколад	ru-RU	шоколад	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0135	конфеты	ru-RU	конфеты	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0136	карамель	ru-RU	карамель	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0137	леденцы	ru-RU	леденцы	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0138	жвачка	ru-RU	жвачка	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0139	печенье	ru-RU	печенье	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0140	вафли	ru-RU	вафли	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0141	пряники	ru-RU	пряники	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0142	кексы	ru-RU	кексы	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0143	мармелад	ru-RU	мармелад	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0144	зефир	ru-RU	зефир	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0145	пастила	ru-RU	пастила	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0146	чипсы	ru-RU	чипсы	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0147	сухарики	ru-RU	сухарики	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0148	попкорн	ru-RU	попкорн	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0149	орехи	ru-RU	орехи	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0150	миндаль	ru-RU	миндаль	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0151	фундук	ru-RU	фундук	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0152	арахис	ru-RU	арахис	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0153	фисташки	ru-RU	фисташки	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0154	сухофрукты	ru-RU	сухофрукты	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0155	изюм	ru-RU	изюм	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0156	курага	ru-RU	курага	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0157	финики	ru-RU	финики	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0158	батончик	ru-RU	батончик	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0159	протеиновый батончик	ru-RU	протеиновый батончик	browse_node	BN.FOOD.SNACKS	70	contains		active	snacks
AL.FOOD.0160	coca cola	ru-RU	coca cola	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0161	cola	ru-RU	cola	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0162	pepsi	ru-RU	pepsi	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0163	nescafe	ru-RU	nescafe	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0164	jacobs	ru-RU	jacobs	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0165	lavazza	ru-RU	lavazza	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0166	lipton	ru-RU	lipton	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0167	ahmad	ru-RU	ahmad	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0168	greenfield	ru-RU	greenfield	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0169	bonduelle	ru-RU	bonduelle	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0170	heinz	ru-RU	heinz	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0171	barilla	ru-RU	barilla	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0172	makfa	ru-RU	makfa	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0173	miratorg	ru-RU	miratorg	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0174	agusha	ru-RU	agusha	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0175	danone	ru-RU	danone	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0176	prostokvashino	ru-RU	prostokvashino	browse_node	BN.FOOD	35	exact		active	brand-only ambiguous => FOOD root
AL.FOOD.0177	корм для кошек	ru-RU	корм для кошек	canonical	PETS.FOOD	92	contains		active	pet food -> PETS.FOOD
AL.FOOD.0178	корм для собак	ru-RU	корм для собак	canonical	PETS.FOOD	92	contains		active	pet food -> PETS.FOOD
AL.FOOD.0179	корм для котят	ru-RU	корм для котят	canonical	PETS.FOOD	92	contains		active	pet food -> PETS.FOOD
AL.FOOD.0180	корм для щенков	ru-RU	корм для щенков	canonical	PETS.FOOD	92	contains		active	pet food -> PETS.FOOD
AL.FOOD.0181	royal canin корм	ru-RU	royal canin корм	canonical	PETS.FOOD	92	contains		active	pet food -> PETS.FOOD
AL.FOOD.0182	whiskas	ru-RU	whiskas	canonical	PETS.FOOD	92	contains		active	pet food -> PETS.FOOD
AL.FOOD.0183	purina корм	ru-RU	purina корм	canonical	PETS.FOOD	92	contains		active	pet food -> PETS.FOOD
AL.FOOD.0184	витамины	ru-RU	витамины	canonical	BEAUTY.HEALTH	88	contains		active	supplements -> BEAUTY.HEALTH
AL.FOOD.0185	витамин d	ru-RU	витамин d	canonical	BEAUTY.HEALTH	88	contains		active	supplements -> BEAUTY.HEALTH
AL.FOOD.0186	омега 3	ru-RU	омега 3	canonical	BEAUTY.HEALTH	88	contains		active	supplements -> BEAUTY.HEALTH
AL.FOOD.0187	бады	ru-RU	бады	canonical	BEAUTY.HEALTH	88	contains		active	supplements -> BEAUTY.HEALTH
AL.FOOD.0188	бад	ru-RU	бад	canonical	BEAUTY.HEALTH	88	contains		active	supplements -> BEAUTY.HEALTH
AL.FOOD.0189	кофемашина	ru-RU	кофемашина	canonical	APPL.SMALL	90	contains		active	kitchen appliances -> APPL.SMALL
AL.FOOD.0190	микроволновка	ru-RU	микроволновка	canonical	APPL.SMALL	90	contains		active	kitchen appliances -> APPL.SMALL
AL.FOOD.0191	холодильник	ru-RU	холодильник	canonical	APPL.SMALL	90	contains		active	kitchen appliances -> APPL.SMALL
AL.FOOD.0192	электрочайник	ru-RU	электрочайник	canonical	APPL.SMALL	90	contains		active	kitchen appliances -> APPL.SMALL
AL.FOOD.0193	чайник электрический	ru-RU	чайник электрический	canonical	APPL.SMALL	90	contains		active	kitchen appliances -> APPL.SMALL
AL.FOOD.0194	блендер	ru-RU	блендер	canonical	APPL.SMALL	90	contains		active	kitchen appliances -> APPL.SMALL
AL.FOOD.0195	мультиварка	ru-RU	мультиварка	canonical	APPL.SMALL	90	contains		active	kitchen appliances -> APPL.SMALL
AL.FOOD.0196	посуда	ru-RU	посуда	canonical	HOME.KITCHEN_DINING	86	contains		active	kitchenware -> HOME.KITCHEN_DINING
AL.FOOD.0197	тарелки	ru-RU	тарелки	canonical	HOME.KITCHEN_DINING	86	contains		active	kitchenware -> HOME.KITCHEN_DINING
AL.FOOD.0198	кастрюля	ru-RU	кастрюля	canonical	HOME.KITCHEN_DINING	86	contains		active	kitchenware -> HOME.KITCHEN_DINING
AL.FOOD.0199	сковорода	ru-RU	сковорода	canonical	HOME.KITCHEN_DINING	86	contains		active	kitchenware -> HOME.KITCHEN_DINING
AL.FOOD.0200	нож кухонный	ru-RU	нож кухонный	canonical	HOME.KITCHEN_DINING	86	contains		active	kitchenware -> HOME.KITCHEN_DINING
AL.FOOD.0201	контейнер для еды	ru-RU	контейнер для еды	canonical	HOME.KITCHEN_DINING	86	contains		active	kitchenware -> HOME.KITCHEN_DINING
AL.FOOD.0202	рецепт	ru-RU	рецепт	blocked	BLOCKED	0	contains		active	noise/content intent
AL.FOOD.0203	как приготовить	ru-RU	как приготовить	blocked	BLOCKED	0	contains		active	noise/content intent
AL.FOOD.0204	как сделать	ru-RU	как сделать	blocked	BLOCKED	0	contains		active	noise/content intent
AL.FOOD.0205	калорийность	ru-RU	калорийность	blocked	BLOCKED	0	contains		active	noise/content intent
AL.FOOD.0206	бжу	ru-RU	бжу	blocked	BLOCKED	0	contains		active	noise/content intent
AL.FOOD.0207	меню на неделю	ru-RU	меню на неделю	blocked	BLOCKED	0	contains		active	noise/content intent
AL.FOOD.0208	диета	ru-RU	диета	blocked	BLOCKED	0	contains		active	noise/content intent
AL.FOOD.0209	форум	ru-RU	форум	blocked	BLOCKED	0	contains		active	noise/content intent
AL.FOOD.0210	отзывы	ru-RU	отзывы	blocked	BLOCKED	0	contains		active	noise/content intent
AL.FOOD.0211	скачать	ru-RU	скачать	blocked	BLOCKED	0	contains		active	noise/content intent
AL.FOOD.0212	игра	ru-RU	игра	blocked	BLOCKED	0	contains		active	noise/content intent
AL.FOOD.0213	обои	ru-RU	обои	blocked	BLOCKED	0	contains		active	noise/content intent
